"nim","fak","prodi","thn_masuk","sex","kota_asal","jml_ajuan_cuti","jml_tunggakan","tgl_lahir","umur","usia","beasiswa","marital","jml_aktivitas_kemahasiswaan","jml_prestasi","ips1","ips2","ips3","ips4","ips5","ips6","ips7","ips8","ips9","ips10","ips11","ips12","ips13","ips14","ipk","tgl_yud","masuk","masa_studi_bulan","masa_studi_tahun","label"
26093,"A","A11",2012,1,2,2,2,"1993-05-21",28,3,2,2,2,2,2,3,2,2,2,2,3,2,3,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
26092,"A","A11",2012,1,2,2,2,"1994-03-23",27,3,2,2,2,2,2,3,3,3,0,3,2,0,0,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
26087,"A","A11",2012,1,2,2,2,"1994-04-16",27,3,2,2,2,2,1,2,1,1,2,1,2,1,1,0,2,0,1,1,2,"2019-11-12","2012-08-30",86,7,3
26086,"A","A11",2012,1,2,2,2,"1994-03-17",27,3,2,2,2,2,3,0,2,3,2,0,3,3,0,0,0,0,0,0,3,"2017-08-14","2012-08-30",59,4,3
26085,"A","A11",2012,1,2,2,2,"1994-05-13",27,3,2,2,2,2,0,3,3,2,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26080,"A","A11",2012,1,2,2,2,"1995-01-29",26,3,2,2,2,2,2,2,1,2,2,2,1,1,1,3,0,3,0,0,2,"2018-08-09","2012-08-30",71,5,3
26076,"A","A11",2012,1,1,2,2,"1994-05-22",27,3,2,2,2,2,3,3,2,3,3,0,3,3,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26074,"A","A11",2012,1,1,2,2,"1994-11-08",26,3,2,2,2,2,3,3,3,3,0,0,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26073,"A","A11",2012,2,1,2,2,"1994-03-23",27,3,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26072,"A","A11",2012,1,1,2,2,"1995-02-01",26,3,2,2,2,2,2,3,2,2,2,2,2,2,3,0,0,0,0,0,2,"2017-11-10","2012-08-30",62,5,3
26067,"A","A11",2012,1,2,2,2,"1994-07-05",27,3,2,2,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26066,"A","A11",2012,1,1,2,2,"1994-08-30",27,3,2,2,1,2,3,3,3,2,3,3,3,3,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26065,"A","A11",2012,1,2,2,2,"1993-10-21",27,3,2,2,2,2,3,3,1,2,2,2,2,2,3,1,0,0,0,3,2,"2019-08-09","2012-08-30",83,6,3
26062,"A","A11",2012,1,2,2,2,"1993-10-18",27,3,2,2,2,2,3,2,3,3,2,3,0,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26060,"A","A11",2012,2,2,2,2,"1994-07-04",27,3,2,2,2,2,3,3,2,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26057,"A","A11",2012,1,2,2,2,"1994-09-03",27,3,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26056,"A","A11",2012,1,2,2,2,"1994-09-14",27,3,2,2,2,2,2,2,2,2,1,2,1,1,2,1,0,2,0,0,2,"2018-11-13","2012-08-30",74,6,3
26055,"A","A11",2012,1,2,2,2,"1993-12-27",27,3,2,2,2,2,3,3,3,0,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26054,"A","A11",2012,1,2,2,2,"1994-03-04",27,3,2,2,2,2,3,3,3,2,0,2,0,3,3,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26052,"A","A11",2012,1,2,2,2,"1994-04-29",27,3,2,2,2,2,3,3,0,3,3,3,1,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26049,"A","A11",2012,2,2,2,2,"1994-01-11",27,3,2,2,2,2,0,0,2,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
26047,"A","A11",2012,2,2,2,2,"1994-10-29",26,3,2,2,2,2,3,2,3,2,0,2,0,3,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26046,"A","A11",2012,1,2,2,2,"1993-10-23",27,3,2,2,2,2,3,2,2,3,2,2,2,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26043,"A","A11",2012,1,1,2,2,"1993-07-05",28,3,2,2,1,2,3,3,2,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26040,"A","A11",2012,1,2,2,2,"1993-10-21",27,3,2,2,2,2,3,2,1,2,1,2,2,0,0,0,0,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
26039,"A","A11",2012,1,2,2,2,"1994-06-07",27,3,2,2,2,2,2,2,2,2,2,2,0,3,3,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26038,"A","A11",2012,2,2,2,2,"1995-07-11",26,3,2,2,2,2,3,3,0,2,3,2,3,1,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26036,"A","A11",2012,1,2,2,2,"1994-03-04",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26035,"A","A11",2012,1,2,2,2,"1994-06-18",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
26034,"A","A11",2012,1,2,2,2,"1994-11-15",26,3,2,2,2,2,3,2,2,2,2,1,0,1,0,3,0,0,0,0,2,"2017-11-17","2012-08-30",62,5,3
26029,"A","A11",2012,1,1,2,2,"1994-10-06",27,3,2,2,2,2,3,2,2,2,2,1,1,2,3,0,0,0,0,0,2,"2017-11-10","2012-08-30",62,5,3
26028,"A","A11",2012,1,2,2,2,"1994-07-04",27,3,2,2,2,2,3,3,3,3,3,3,1,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
26024,"A","A11",2012,1,2,2,2,"1994-01-21",27,3,2,2,2,2,3,2,2,3,3,2,2,3,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
26022,"A","A11",2012,1,2,2,2,"1994-10-04",27,3,2,2,2,2,2,2,2,2,2,3,1,2,0,3,0,0,0,0,3,"2017-11-10","2012-08-30",62,5,3
26020,"A","A11",2012,1,2,2,2,"1994-06-09",27,3,2,2,2,2,3,0,0,3,2,2,0,3,0,0,0,0,0,3,3,"2019-06-28","2012-08-30",81,6,3
26019,"A","A11",2012,1,2,2,2,"1994-10-25",26,3,2,2,2,2,3,2,2,2,0,3,0,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
26017,"A","A11",2012,1,1,2,2,"1994-12-13",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-14","2012-08-30",59,4,3
26012,"A","A11",2012,1,2,2,2,"1993-12-02",27,3,2,1,2,2,2,3,2,3,2,2,3,0,3,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
26002,"A","A11",2012,1,1,2,2,"1994-09-25",27,3,2,2,2,2,3,3,2,3,2,2,0,3,3,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
25999,"A","A11",2012,2,2,2,2,"1994-04-01",27,3,2,2,2,2,3,3,3,0,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
25998,"A","A11",2012,1,2,2,2,"1994-04-03",27,3,2,2,2,1,0,0,2,2,2,1,1,2,1,0,3,0,3,0,2,"2018-11-13","2012-08-30",74,6,3
25992,"A","A11",2012,2,1,2,2,"1993-12-09",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
25990,"A","A11",2012,2,2,2,2,"1993-12-04",27,3,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25987,"A","A11",2012,1,2,2,2,"1994-10-16",26,3,2,2,2,2,0,3,3,3,0,2,3,0,0,0,0,0,0,0,3,"2019-03-08","2012-08-30",78,6,3
25986,"A","A11",2012,2,1,2,2,"1994-07-28",27,3,2,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2012-08-30",55,4,3
25984,"A","A11",2012,2,2,2,2,"1994-01-27",27,3,1,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25981,"A","A11",2012,1,1,2,2,"1993-11-07",27,3,2,2,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
25980,"A","A11",2012,2,2,2,2,"1993-07-14",28,3,1,2,2,2,3,3,3,3,2,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25977,"A","A11",2012,1,1,2,2,"1995-02-13",26,3,2,2,2,2,3,3,2,3,0,2,3,2,3,0,0,0,0,0,3,"2017-08-08","2012-08-30",59,4,3
25976,"A","A11",2012,1,2,1,2,"1995-01-15",26,3,2,1,2,2,3,2,2,2,2,2,2,0,0,2,0,2,0,3,0,"2019-06-28","2012-08-30",81,6,3
25975,"A","A11",2012,2,2,2,2,"1993-05-08",28,3,2,2,2,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25971,"A","A11",2012,1,2,2,2,"1994-09-15",27,3,2,2,2,2,3,2,2,0,2,3,3,0,0,0,0,0,0,0,2,"2016-11-09","2012-08-30",50,4,3
25968,"A","A11",2012,1,2,2,2,"1994-05-30",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
25966,"A","A11",2012,1,2,2,2,"1994-10-21",26,3,2,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
25964,"A","A11",2012,1,2,2,2,"1994-05-26",27,3,2,2,2,1,2,0,3,2,3,3,3,3,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
25959,"A","A11",2012,1,1,2,2,"1994-09-09",27,3,2,2,2,2,0,3,2,2,2,2,2,0,0,0,0,0,0,0,2,"2018-11-13","2012-08-30",74,6,3
25957,"A","A11",2012,1,2,2,2,"1994-03-15",27,3,2,2,2,2,2,3,2,2,2,2,3,2,3,0,0,0,0,0,2,"2017-03-30","2012-08-30",55,4,3
25954,"A","A11",2012,1,2,2,2,"1995-01-18",26,3,2,2,2,2,2,2,2,3,3,2,3,0,0,0,0,0,0,0,3,"2016-07-29","2012-08-30",46,3,2
25950,"A","A11",2012,2,2,2,2,"1994-08-15",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25949,"A","A11",2012,1,2,2,2,"1995-01-27",26,3,2,2,2,2,3,2,3,3,0,2,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
25948,"A","A11",2012,1,2,2,2,"1994-01-06",27,3,2,2,2,2,3,2,3,3,1,2,2,2,2,2,0,0,0,3,3,"2019-08-09","2012-08-30",83,6,3
25947,"A","A11",2012,1,2,2,2,"1993-08-09",28,3,2,2,2,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
25946,"A","A11",2012,2,2,2,2,"1994-04-07",27,3,2,2,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
25942,"A","A11",2012,1,1,2,2,"1994-09-08",27,3,2,2,2,2,3,2,2,2,2,2,0,1,3,3,0,0,0,0,3,"2017-11-17","2012-08-30",62,5,3
25941,"A","A11",2012,1,2,2,2,"1994-06-28",27,3,2,2,2,2,0,3,0,0,3,2,3,0,0,0,0,0,0,0,3,"2016-11-09","2012-08-30",50,4,3
25935,"A","A11",2012,1,2,2,2,"1994-07-25",27,3,2,1,2,2,2,2,2,2,3,3,3,0,0,3,0,0,0,0,2,"2018-03-29","2012-08-30",66,5,3
25932,"A","A11",2012,1,1,2,2,"1994-01-15",27,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-08-08","2012-08-30",47,3,2
25930,"A","A11",2012,1,1,2,2,"1994-09-07",27,3,2,2,2,2,3,3,0,3,3,3,1,0,0,0,0,0,0,0,3,"2016-02-26","2012-08-30",41,3,2
25925,"A","A11",2012,1,2,2,2,"1993-08-20",28,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2016-03-11","2012-08-30",42,3,2
25922,"A","A11",2012,1,2,2,2,"1993-02-10",28,3,2,2,2,2,3,3,3,3,1,0,0,0,3,3,3,0,0,1,3,"2019-11-12","2012-08-30",86,7,3
25919,"A","A11",2012,1,2,2,2,"1993-12-06",27,3,1,2,2,2,3,3,2,3,3,2,3,0,0,0,0,0,3,0,3,"2018-11-13","2012-08-30",74,6,3
25719,"A","A11",2013,1,2,2,2,"1995-08-15",26,3,2,2,1,2,0,2,3,3,3,3,1,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25717,"A","A11",2013,1,2,2,2,"1989-03-13",32,3,2,2,2,2,0,2,2,1,1,0,1,0,0,0,0,0,0,0,2,"2017-08-14","2013-08-30",47,3,2
25696,"A","A11",2013,2,1,2,2,"1996-05-10",25,2,2,2,2,2,3,3,2,3,2,2,3,3,0,0,0,0,0,0,3,"2017-11-10","2013-08-30",50,4,3
25687,"A","A11",2013,2,1,2,2,"1994-10-22",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25686,"A","A11",2013,1,2,2,2,"1995-05-06",26,3,2,2,2,2,3,2,1,1,2,2,2,1,0,3,0,3,3,0,3,"2019-11-12","2013-08-30",74,6,3
25681,"A","A11",2013,1,2,2,2,"1995-08-05",26,3,1,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25676,"A","A11",2013,1,2,2,2,"1994-11-19",26,3,2,2,2,2,0,3,3,3,2,2,3,1,0,0,1,3,0,0,3,"2019-08-09","2013-08-30",71,5,3
25669,"A","A11",2013,1,2,2,2,"1994-08-06",27,3,2,2,2,2,2,3,2,2,2,3,3,3,0,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25667,"A","A11",2013,1,2,2,2,"1994-02-28",27,3,2,2,2,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-11-17","2013-08-30",50,4,3
25642,"A","A11",2013,1,2,2,2,"1994-12-21",26,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,0,2,"2018-11-13","2013-08-30",62,5,3
25637,"A","A11",2013,1,2,2,2,"1995-06-11",26,3,2,2,2,2,1,0,2,2,0,2,2,1,1,0,0,0,0,3,2,"2020-08-26","2013-08-30",83,6,3
25636,"A","A11",2013,1,2,2,2,"1995-12-26",25,2,2,2,2,2,2,3,3,3,2,2,3,2,0,3,0,0,0,0,3,"2018-08-09","2013-08-30",59,4,3
25630,"A","A11",2013,2,1,2,2,"1995-03-18",26,3,2,2,2,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25626,"A","A11",2013,1,2,2,2,"1996-04-14",25,2,2,2,1,2,0,3,2,2,2,2,1,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25613,"A","A11",2013,1,2,2,2,"1995-05-06",26,3,2,2,2,2,2,3,1,2,2,2,2,2,2,0,0,0,0,0,2,"2018-03-29","2013-08-30",54,4,3
25609,"A","A11",2013,1,1,2,2,"1994-05-08",27,3,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25605,"A","A11",2013,1,2,2,2,"1996-02-13",25,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,0,3,3,2,"2020-08-26","2013-08-30",83,6,3
25596,"A","A11",2013,1,2,2,2,"1994-12-07",26,3,2,2,2,2,2,2,3,3,2,3,1,0,0,0,0,0,0,0,3,"2020-08-26","2013-08-30",83,6,3
25594,"A","A11",2013,1,2,2,2,"1994-05-30",27,3,2,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,0,2,"2020-08-26","2013-08-30",83,6,3
25592,"A","A11",2013,1,2,2,2,"1995-04-19",26,3,2,2,2,2,2,2,3,3,2,3,1,1,0,0,0,0,0,0,3,"2020-02-14","2013-08-30",77,6,3
25590,"A","A11",2013,2,2,2,2,"1994-10-01",27,3,2,2,2,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,"2017-11-10","2013-08-30",50,4,3
25589,"A","A11",2013,1,2,2,2,"1995-12-26",25,2,2,2,2,2,2,1,2,2,2,2,0,2,2,3,0,0,0,0,2,"2018-08-09","2013-08-30",59,4,3
25582,"A","A11",2013,1,2,2,2,"1994-08-28",27,3,2,2,2,2,2,2,2,2,2,3,2,0,3,0,0,0,0,0,3,"2017-11-17","2013-08-30",50,4,3
25581,"A","A11",2013,1,2,2,2,"1995-08-15",26,3,2,2,2,2,0,2,3,0,3,3,2,3,0,0,0,0,0,0,3,"2017-11-10","2013-08-30",50,4,3
25580,"A","A11",2013,1,1,2,2,"1995-08-09",26,3,2,2,1,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,2,"2018-03-29","2013-08-30",54,4,3
25578,"A","A11",2013,1,2,2,2,"1995-01-09",26,3,2,2,2,2,3,3,3,3,0,2,0,3,0,0,0,0,1,3,3,"2020-08-12","2013-08-30",83,6,3
25572,"A","A11",2013,2,2,2,2,"1996-01-30",25,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25571,"A","A11",2013,1,2,2,2,"1994-10-06",27,3,2,2,2,2,3,0,0,1,2,1,1,1,1,2,2,2,0,0,2,"2019-08-09","2013-08-30",71,5,3
25564,"A","A11",2013,1,2,2,2,"1995-07-01",26,3,2,2,2,2,2,2,2,0,2,2,3,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25559,"A","A11",2013,1,2,2,2,"1996-01-13",25,2,2,2,2,2,0,2,2,2,2,2,2,3,0,0,0,0,0,0,2,"2017-11-17","2013-08-30",50,4,3
25558,"A","A11",2013,1,2,2,2,"1995-04-08",26,3,2,2,2,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25557,"A","A11",2013,1,2,2,2,"1993-12-06",27,3,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,"2019-11-20","2013-08-30",74,6,3
25552,"A","A11",2013,1,2,2,2,"1994-12-29",26,3,2,2,2,2,0,3,3,3,0,3,3,3,0,0,0,0,3,0,3,"2019-11-12","2013-08-30",74,6,3
25542,"A","A11",2013,1,2,2,2,"1995-05-22",26,3,2,2,2,2,1,2,2,2,2,1,2,2,1,0,0,0,0,3,2,"2020-08-26","2013-08-30",83,6,3
25541,"A","A11",2013,1,2,2,2,"1995-07-20",26,3,2,2,2,2,0,2,2,2,0,2,3,3,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25536,"A","A11",2013,1,2,2,2,"1994-10-18",26,3,2,2,2,2,2,2,2,0,2,2,3,0,3,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25533,"A","A11",2013,1,2,2,2,"1995-02-16",26,3,2,2,2,2,3,2,3,2,2,2,1,1,0,0,0,0,3,0,3,"2019-11-12","2013-08-30",74,6,3
25528,"A","A11",2013,2,2,2,2,"1994-08-29",27,3,2,2,2,2,3,2,3,3,3,3,3,3,0,0,0,0,0,3,3,"2020-08-26","2013-08-30",83,6,3
25526,"A","A11",2013,1,2,2,2,"1994-07-04",27,3,2,2,2,2,2,1,2,2,2,2,3,0,0,0,0,0,0,0,2,"2018-08-09","2013-08-30",59,4,3
25524,"A","A11",2013,1,2,2,2,"1995-02-21",26,3,2,2,2,2,2,2,2,0,2,2,3,2,0,0,0,0,0,0,2,"2017-08-14","2013-08-30",47,3,2
25520,"A","A11",2013,2,1,2,2,"1995-06-18",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25509,"A","A11",2013,2,2,2,2,"1995-06-04",26,3,2,2,2,2,3,3,0,0,3,2,2,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25505,"A","A11",2013,1,2,2,2,"1995-04-27",26,3,2,2,2,2,2,2,2,2,0,2,3,2,3,0,0,0,0,0,2,"2018-08-09","2013-08-30",59,4,3
25498,"A","A11",2013,2,2,2,2,"1996-01-08",25,2,2,2,2,2,0,2,2,2,2,3,3,3,3,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25496,"A","A11",2013,1,2,2,2,"1994-10-13",27,3,2,2,2,2,1,2,1,2,2,2,2,1,1,0,1,0,0,0,2,"2019-03-01","2013-08-30",66,5,3
25485,"A","A11",2013,1,2,2,2,"1995-09-10",26,3,2,2,2,2,0,0,3,3,3,0,3,3,0,0,0,0,2,3,3,"2020-08-12","2013-08-30",83,6,3
25474,"A","A11",2013,2,2,2,2,"1995-04-23",26,3,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,2,"2017-11-17","2013-08-30",50,4,3
25465,"A","A11",2013,1,2,2,2,"1992-04-14",29,3,2,2,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,"2015-08-11","2013-08-30",23,1,1
25462,"A","A11",2013,1,2,1,2,"1994-11-21",26,3,2,2,2,2,2,2,2,0,1,1,1,0,2,2,0,0,0,0,2,"2018-11-13","2013-08-30",62,5,3
25458,"A","A11",2013,2,1,2,2,"1994-10-28",26,3,2,2,2,2,2,2,2,2,0,2,3,0,0,0,0,0,0,0,3,"2017-11-10","2013-08-30",50,4,3
25453,"A","A11",2013,2,2,2,2,"1995-04-11",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,"2020-08-12","2013-08-30",83,6,3
25449,"A","A11",2013,1,2,2,2,"1995-01-05",26,3,2,2,2,2,2,2,2,2,3,2,2,2,0,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25447,"A","A11",2013,2,1,2,2,"1995-06-04",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25445,"A","A11",2013,1,2,2,2,"1995-08-14",26,3,2,2,2,2,2,2,2,2,0,1,1,1,0,0,1,0,0,0,2,"2019-03-08","2013-08-30",66,5,3
25444,"A","A11",2013,1,2,2,2,"1995-07-14",26,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,0,0,0,2,"2018-11-13","2013-08-30",62,5,3
25442,"A","A11",2013,1,2,2,2,"1990-11-24",30,3,2,2,2,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,3,"2016-03-11","2013-08-30",30,2,1
25435,"A","A11",2013,1,2,2,2,"1995-11-23",25,2,2,2,2,1,2,0,0,1,0,2,2,2,2,3,0,3,0,0,2,"2019-03-08","2013-08-30",66,5,3
25434,"A","A11",2013,2,2,2,2,"1995-05-06",26,3,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2013-08-30",43,3,2
25421,"A","A11",2013,1,2,2,2,"1993-09-28",28,3,2,2,2,2,2,2,2,1,2,0,1,2,1,3,2,3,0,0,2,"2019-08-16","2013-08-30",71,5,3
25418,"A","A11",2013,1,2,2,2,"1996-02-14",25,2,2,2,2,2,2,3,3,3,3,3,1,0,0,0,0,0,0,0,3,"2017-08-14","2013-08-30",47,3,2
25415,"A","A11",2013,1,2,2,2,"1995-02-21",26,3,2,2,2,2,2,0,3,2,3,0,3,3,3,3,0,0,0,0,3,"2018-08-09","2013-08-30",59,4,3
25410,"A","A11",2013,2,2,2,2,"1995-08-20",26,3,2,2,2,2,2,2,2,3,0,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2013-08-30",43,3,2
25408,"A","A11",2013,1,2,2,2,"1997-08-30",24,2,2,2,2,2,2,3,0,0,2,2,1,2,0,0,0,0,0,3,2,"2020-08-26","2013-08-30",83,6,3
25404,"A","A11",2013,1,2,2,2,"1995-11-28",25,2,2,2,2,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25403,"A","A11",2013,1,2,2,2,"1995-07-03",26,3,2,2,2,2,3,3,2,3,2,2,3,3,0,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25400,"A","A11",2013,1,2,2,2,"1995-09-25",26,3,2,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25399,"A","A11",2013,2,2,2,2,"1996-04-19",25,2,1,2,2,2,0,3,2,3,3,3,3,3,0,0,0,0,0,0,3,"2017-11-10","2013-08-30",50,4,3
25394,"A","A11",2013,1,2,2,2,"1995-07-24",26,3,2,2,2,2,2,3,2,0,2,3,2,2,3,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25393,"A","A11",2013,1,2,2,2,"1995-01-08",26,3,2,2,2,2,3,2,3,3,3,2,2,3,3,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25392,"A","A11",2013,1,2,2,2,"1993-10-08",28,3,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,3,"2018-03-29","2013-08-30",54,4,3
25386,"A","A11",2013,1,2,2,2,"1994-08-04",27,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,2,"2020-08-26","2013-08-30",83,6,3
25380,"A","A11",2013,1,2,2,2,"1994-09-17",27,3,2,2,2,2,2,2,2,2,2,2,3,3,0,0,0,0,0,0,3,"2018-03-23","2013-08-30",54,4,3
25377,"A","A11",2013,1,2,2,2,"1995-03-31",26,3,2,2,2,2,2,3,3,2,0,1,1,1,1,1,0,0,2,0,2,"2020-02-26","2013-08-30",77,6,3
25369,"A","A11",2013,2,2,2,2,"1995-03-21",26,3,2,2,2,2,3,3,3,3,2,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25365,"A","A11",2013,2,2,2,2,"1994-12-21",26,3,2,2,2,2,2,2,3,2,3,3,3,0,0,0,0,0,0,0,3,"2017-03-30","2013-08-30",43,3,2
25362,"A","A11",2013,2,2,2,2,"1995-01-04",26,3,2,2,2,2,2,2,2,2,0,2,0,0,2,1,1,0,2,0,3,"2020-02-14","2013-08-30",77,6,3
25358,"A","A11",2013,1,1,2,2,"1995-06-24",26,3,2,2,2,2,0,2,3,2,3,3,2,3,3,0,0,0,0,0,3,"2017-11-17","2013-08-30",50,4,3
25357,"A","A11",2013,1,2,2,2,"1995-10-28",25,2,2,2,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,"2017-08-08","2013-08-30",47,3,2
25356,"A","A11",2013,1,2,2,2,"1996-01-31",25,2,2,2,2,2,0,2,2,3,2,3,3,3,3,0,3,0,0,0,3,"2018-11-13","2013-08-30",62,5,3
25354,"A","A11",2013,1,2,2,2,"1995-02-11",26,3,2,2,2,2,0,2,3,3,2,2,0,3,0,0,0,0,0,3,3,"2020-08-26","2013-08-30",83,6,3
